"","group","date_email_sent","group_code","email_subject","before_march","day_of_week","emails_sent","number_opens","number_clicks","number_unsub","number_orders","open_to_click_rate","opens_rate","clicks_rate","unsub_rate","orders_rate","sales_amount","avg_days_before_order","revenue_per_email","revenue_per_purchase"
"1","Conversational",2004-01-07,"Conversational","Welcome to 2004! Let’s Start the Year with a Bang",TRUE,"Wed",102,23,7,0,1,0.304347826086957,0.225490196078431,0.0686274509803922,0,0.00980392156862745,50490.64,5,495.006274509804,50490.64
"2","Conversational",2004-01-14,"Conversational","Fresh Start, Fresh Models—Your Store Will Love These",TRUE,"Wed",102,16,5,0,2,0.3125,0.156862745098039,0.0490196078431373,0,0.0196078431372549,116337.82,1.5,1140.5668627451,58168.91
"3","Conversational",2004-01-21,"Conversational","Mid-January Refresh: Perfect Additions to Your Inventory",TRUE,"Wed",102,25,4,0,1,0.16,0.245098039215686,0.0392156862745098,0,0.00980392156862745,8477.22,1,83.11,8477.22
"4","Conversational",2004-01-28,"Conversational","Your Weekly Check-In: What’s Missing from Your Shelves?",TRUE,"Wed",102,29,10,0,0,0.344827586206897,0.284313725490196,0.0980392156862745,0,0,0,NA,0,0
"5","Conversational",2004-02-04,"Conversational","Valentine’s Day is Coming—Add a Little Love to Your Store",TRUE,"Wed",102,10,5,0,1,0.5,0.0980392156862745,0.0490196078431373,0,0.00980392156862745,24219.59,0,237.446960784314,24219.59
"6","Conversational",2004-02-11,"Conversational","Last-Minute Valentine’s Day Picks for Your Store",TRUE,"Wed",102,11,8,0,0,0.727272727272727,0.107843137254902,0.0784313725490196,0,0,0,NA,0,0
"7","Conversational",2004-02-18,"Conversational","What’s Trending After Valentine’s? We’ve Got You Covered",TRUE,"Wed",102,21,4,0,2,0.19047619047619,0.205882352941176,0.0392156862745098,0,0.0196078431372549,80417.1,0.5,788.402941176471,40208.55
"8","Conversational",2004-02-25,"Conversational","February Favorites: Check Out Our Bestsellers This Month",TRUE,"Wed",102,12,5,1,1,0.416666666666667,0.117647058823529,0.0490196078431373,0.00980392156862745,0.00980392156862745,25872.22,1,253.649215686275,25872.22
"9","Conversational",2004-03-01,"Converse Mon","Spring is Coming! Refresh Your Shelves with These Picks",FALSE,"Mon",33,1,1,0,0,1,0.0303030303030303,0.0303030303030303,0,0,0,NA,0,0
"10","Conversational",2004-03-03,"Converse Wed","Spring is Coming! Refresh Your Shelves with These Picks",FALSE,"Wed",33,3,1,0,0,0.333333333333333,0.0909090909090909,0.0303030303030303,0,0,0,NA,0,0
"11","Conversational",2004-03-05,"Converse Fri","Spring is Coming! Refresh Your Shelves with These Picks",FALSE,"Fri",33,1,1,0,0,1,0.0303030303030303,0.0303030303030303,0,0,0,NA,0,0
"12","Conversational",2004-03-08,"Converse Mon","Weekly Spotlight: What Your Customers Will Love This Spring",FALSE,"Mon",33,1,1,1,0,1,0.0303030303030303,0.0303030303030303,0.0303030303030303,0,0,NA,0,0
"13","Conversational",2004-03-10,"Converse Wed","Weekly Spotlight: What Your Customers Will Love This Spring",FALSE,"Wed",33,1,1,0,1,1,0.0303030303030303,0.0303030303030303,0,0.0303030303030303,21782.7,0,660.081818181818,21782.7
"14","Conversational",2004-03-12,"Converse Fri","Weekly Spotlight: What Your Customers Will Love This Spring",FALSE,"Fri",33,1,1,0,1,1,0.0303030303030303,0.0303030303030303,0,0.0303030303030303,37266.49,3,1129.28757575758,37266.49
"15","Conversational",2004-03-15,"Converse Mon","Mid-March Marvels: Check Out These Customer Favorites",FALSE,"Mon",32,2,2,0,0,1,0.0625,0.0625,0,0,0,NA,0,0
"16","Conversational",2004-03-17,"Converse Wed","Mid-March Marvels: Check Out These Customer Favorites",FALSE,"Wed",33,0,0,1,0,0,0,0,0.0303030303030303,0,0,NA,0,0
"17","Conversational",2004-03-19,"Converse Fri","Mid-March Marvels: Check Out These Customer Favorites",FALSE,"Fri",33,1,0,0,1,0,0.0303030303030303,0,0,0.0303030303030303,26906.68,1,815.353939393939,26906.68
"18","Conversational",2004-03-22,"Converse Mon","Fresh Finds for the New Season—See What’s in Stock",FALSE,"Mon",32,2,2,0,0,1,0.0625,0.0625,0,0,0,NA,0,0
"19","Conversational",2004-03-24,"Converse Wed","Fresh Finds for the New Season—See What’s in Stock",FALSE,"Wed",32,3,1,1,0,0.333333333333333,0.09375,0.03125,0.03125,0,0,NA,0,0
"20","Conversational",2004-03-26,"Converse Fri","Fresh Finds for the New Season—See What’s in Stock",FALSE,"Fri",33,1,0,0,1,0,0.0303030303030303,0,0,0.0303030303030303,8722.12,3,264.306666666667,8722.12
"21","Conversational",2004-03-29,"Converse Mon","End of March Favorites: Your Customers Will Love These",FALSE,"Mon",32,2,2,0,0,1,0.0625,0.0625,0,0,0,NA,0,0
"22","Conversational",2004-03-31,"Converse Wed","End of March Favorites: Your Customers Will Love These",FALSE,"Wed",31,4,1,0,1,0.25,0.129032258064516,0.032258064516129,0,0.032258064516129,31302.5,2,1009.75806451613,31302.5
"23","Conversational",2004-04-02,"Converse Fri","End of March Favorites: Your Customers Will Love These",FALSE,"Fri",33,4,2,0,1,0.5,0.121212121212121,0.0606060606060606,0,0.0303030303030303,7287.24,1,220.825454545455,7287.24
"24","Conversational",2004-04-05,"Converse Mon","April Showers Bring Bestsellers—Stock Up Now!",FALSE,"Mon",32,3,1,1,0,0.333333333333333,0.09375,0.03125,0.03125,0,0,NA,0,0
"25","Conversational",2004-04-07,"Converse Wed","April Showers Bring Bestsellers—Stock Up Now!",FALSE,"Wed",31,2,1,0,2,0.5,0.0645161290322581,0.032258064516129,0,0.0645161290322581,48443.99,4,1562.70935483871,24221.995
"26","Conversational",2004-04-09,"Converse Fri","April Showers Bring Bestsellers—Stock Up Now!",FALSE,"Fri",33,2,1,0,2,0.5,0.0606060606060606,0.0303030303030303,0,0.0606060606060606,57154.63,3.5,1731.95848484848,28577.315
"27","Conversational",2004-04-12,"Converse Mon","Weekly Update: Must-Have Models for April Events",FALSE,"Mon",31,2,1,0,0,0.5,0.0645161290322581,0.032258064516129,0,0,0,NA,0,0
"28","Conversational",2004-04-14,"Converse Wed","Weekly Update: Must-Have Models for April Events",FALSE,"Wed",31,2,2,1,0,1,0.0645161290322581,0.0645161290322581,0.032258064516129,0,0,NA,0,0
"29","Conversational",2004-04-16,"Converse Fri","Weekly Update: Must-Have Models for April Events",FALSE,"Fri",33,1,0,0,1,0,0.0303030303030303,0,0,0.0303030303030303,1698.78,4,51.4781818181818,1698.78
"30","Conversational",2004-04-19,"Converse Mon","What’s Hot This Week? Find Out Here!",FALSE,"Mon",31,5,2,1,0,0.4,0.161290322580645,0.0645161290322581,0.032258064516129,0,0,NA,0,0
"31","Conversational",2004-04-21,"Converse Wed","What’s Hot This Week? Find Out Here!",FALSE,"Wed",30,2,2,1,1,1,0.0666666666666667,0.0666666666666667,0.0333333333333333,0.0333333333333333,7129,5,237.633333333333,7129
"32","Conversational",2004-04-23,"Converse Fri","What’s Hot This Week? Find Out Here!",FALSE,"Fri",33,1,1,0,1,1,0.0303030303030303,0.0303030303030303,0,0.0303030303030303,28327.64,6,858.413333333333,28327.64
"33","Conversational",2004-04-26,"Converse Mon","Your April Favorites—Back in Stock!",FALSE,"Mon",30,3,3,0,0,1,0.1,0.1,0,0,0,NA,0,0
"34","Conversational",2004-04-28,"Converse Wed","Your April Favorites—Back in Stock!",FALSE,"Wed",29,1,1,0,0,1,0.0344827586206897,0.0344827586206897,0,0,0,NA,0,0
"35","Conversational",2004-04-30,"Converse Fri","Your April Favorites—Back in Stock!",FALSE,"Fri",33,5,1,1,2,0.2,0.151515151515152,0.0303030303030303,0.0303030303030303,0.0606060606060606,78291.06,4.5,2372.45636363636,39145.53
"36","Conversational",2004-05-03,"Converse Mon","Let’s Celebrate Moms and Dads with These Collectibles",FALSE,"Mon",30,3,3,0,0,1,0.1,0.1,0,0,0,NA,0,0
"37","Conversational",2004-05-05,"Converse Wed","Let’s Celebrate Moms and Dads with These Collectibles",FALSE,"Wed",29,2,0,0,2,0,0.0689655172413793,0,0,0.0689655172413793,45399.15,1.5,1565.48793103448,22699.575
"38","Conversational",2004-05-07,"Converse Fri","Let’s Celebrate Moms and Dads with These Collectibles",FALSE,"Fri",32,1,0,1,1,0,0.03125,0,0.03125,0.03125,45357.66,0,1417.426875,45357.66
"39","Conversational",2004-05-10,"Converse Mon","Weekly Inspiration: Models Perfect for Father’s Day",FALSE,"Mon",30,1,1,0,0,1,0.0333333333333333,0.0333333333333333,0,0,0,NA,0,0
"40","Conversational",2004-05-12,"Converse Wed","Weekly Inspiration: Models Perfect for Father’s Day",FALSE,"Wed",29,1,1,0,0,1,0.0344827586206897,0.0344827586206897,0,0,0,NA,0,0
"41","Conversational",2004-05-14,"Converse Fri","Weekly Inspiration: Models Perfect for Father’s Day",FALSE,"Fri",31,4,2,0,1,0.5,0.129032258064516,0.0645161290322581,0,0.032258064516129,27987.07,4,902.808709677419,27987.07
"42","Conversational",2004-05-17,"Converse Mon","What’s Trending This Week? See Our Latest Recommendations",FALSE,"Mon",30,1,1,0,0,1,0.0333333333333333,0.0333333333333333,0,0,0,NA,0,0
"43","Conversational",2004-05-19,"Converse Wed","What’s Trending This Week? See Our Latest Recommendations",FALSE,"Wed",29,1,1,0,0,1,0.0344827586206897,0.0344827586206897,0,0,0,NA,0,0
"44","Conversational",2004-05-21,"Converse Fri","What’s Trending This Week? See Our Latest Recommendations",FALSE,"Fri",31,2,2,0,0,1,0.0645161290322581,0.0645161290322581,0,0,0,NA,0,0
"45","Conversational",2004-05-24,"Converse Mon","End of May: Perfect Picks for Summer Ahead",FALSE,"Mon",30,3,1,0,0,0.333333333333333,0.1,0.0333333333333333,0,0,0,NA,0,0
"46","Conversational",2004-05-26,"Converse Wed","End of May: Perfect Picks for Summer Ahead",FALSE,"Wed",29,3,2,0,1,0.666666666666667,0.103448275862069,0.0689655172413793,0,0.0344827586206897,27931.21,0,963.145172413793,27931.21
"47","Conversational",2004-05-28,"Converse Fri","End of May: Perfect Picks for Summer Ahead",FALSE,"Fri",31,1,1,0,0,1,0.032258064516129,0.032258064516129,0,0,0,NA,0,0
"48","Alarming",2004-01-07,"Alarming","NEW YEAR’S BESTSELLERS: LIMITED STOCK AVAILABLE!",TRUE,"Wed",102,14,3,1,1,0.214285714285714,0.137254901960784,0.0294117647058824,0.00980392156862745,0.00980392156862745,23889.32,2,234.209019607843,23889.32
"49","Alarming",2004-01-14,"Alarming","DON’T WAIT: START THE YEAR WITH THESE HOT PICKS!",TRUE,"Wed",101,28,3,0,0,0.107142857142857,0.277227722772277,0.0297029702970297,0,0,0,NA,0,0
"50","Alarming",2004-01-21,"Alarming","SELL FAST: JANUARY’S MOST POPULAR MODELS!",TRUE,"Wed",101,40,5,1,1,0.125,0.396039603960396,0.0495049504950495,0.0099009900990099,0.0099009900990099,24995.47,5,247.479900990099,24995.47
"51","Alarming",2004-01-28,"Alarming","URGENT: THESE MODELS ARE FLYING OFF THE SHELVES!",TRUE,"Wed",100,27,6,1,2,0.222222222222222,0.27,0.06,0.01,0.02,43609.5,3,436.095,21804.75
"52","Alarming",2004-02-04,"Alarming","SELL OUT ALERT: VALENTINE’S DAY MUST-HAVES!",TRUE,"Wed",99,17,6,1,1,0.352941176470588,0.171717171717172,0.0606060606060606,0.0101010101010101,0.0101010101010101,16118.48,6,162.812929292929,16118.48
"53","Alarming",2004-02-11,"Alarming","FINAL CALL: VALENTINE’S MODELS ALMOST GONE!",TRUE,"Wed",98,23,4,0,1,0.173913043478261,0.23469387755102,0.0408163265306122,0,0.0102040816326531,38784.47,1,395.759897959184,38784.47
"54","Alarming",2004-02-18,"Alarming","NEW ARRIVALS: DON’T MISS THESE POST-VALENTINE’S FAVORITES!",TRUE,"Wed",98,42,3,3,3,0.0714285714285714,0.428571428571429,0.0306122448979592,0.0306122448979592,0.0306122448979592,120248.25,3,1227.02295918367,40082.75
"55","Alarming",2004-02-25,"Alarming","TIME-SENSITIVE: LAST CHANCE FOR FEBRUARY’S HOTTEST PICKS!",TRUE,"Wed",95,25,5,1,0,0.2,0.263157894736842,0.0526315789473684,0.0105263157894737,0,0,NA,0,0
"56","Alarming",2004-03-01,"Alarm Mon","SPRING MODELS JUST IN: ORDER BEFORE THEY’RE GONE!",FALSE,"Mon",31,2,1,1,1,0.5,0.0645161290322581,0.032258064516129,0.032258064516129,0.032258064516129,46802.27,1,1509.75064516129,46802.27
"57","Alarming",2004-03-03,"Alarm Wed","SPRING MODELS JUST IN: ORDER BEFORE THEY’RE GONE!",FALSE,"Wed",31,1,0,1,0,0,0.032258064516129,0,0.032258064516129,0,0,NA,0,0
"58","Alarming",2004-03-05,"Alarm Fri","SPRING MODELS JUST IN: ORDER BEFORE THEY’RE GONE!",FALSE,"Fri",31,2,1,1,0,0.5,0.0645161290322581,0.032258064516129,0.032258064516129,0,0,NA,0,0
"59","Alarming",2004-03-08,"Alarm Mon","ACT NOW: SPRING BESTSELLERS FLYING OFF THE SHELVES!",FALSE,"Mon",30,1,1,1,1,1,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,48922.77,3,1630.759,48922.77
"60","Alarming",2004-03-10,"Alarm Wed","ACT NOW: SPRING BESTSELLERS FLYING OFF THE SHELVES!",FALSE,"Wed",30,1,1,1,0,1,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0,NA,0,0
"61","Alarming",2004-03-12,"Alarm Fri","ACT NOW: SPRING BESTSELLERS FLYING OFF THE SHELVES!",FALSE,"Fri",30,1,0,2,0,0,0.0333333333333333,0,0.0666666666666667,0,0,NA,0,0
"62","Alarming",2004-03-15,"Alarm Mon","DON’T MISS OUT: MID-MARCH’S HOTTEST MODELS!",FALSE,"Mon",29,6,2,2,1,0.333333333333333,0.206896551724138,0.0689655172413793,0.0689655172413793,0.0344827586206897,15330.7,4,528.644827586207,15330.7
"63","Alarming",2004-03-17,"Alarm Wed","DON’T MISS OUT: MID-MARCH’S HOTTEST MODELS!",FALSE,"Wed",29,1,0,1,0,0,0.0344827586206897,0,0.0344827586206897,0,0,NA,0,0
"64","Alarming",2004-03-19,"Alarm Fri","DON’T MISS OUT: MID-MARCH’S HOTTEST MODELS!",FALSE,"Fri",28,1,0,0,0,0,0.0357142857142857,0,0,0,0,NA,0,0
"65","Alarming",2004-03-22,"Alarm Mon","SPRING RUSH: LIMITED STOCK ALERT—ORDER NOW!",FALSE,"Mon",27,5,0,1,0,0,0.185185185185185,0,0.037037037037037,0,0,NA,0,0
"66","Alarming",2004-03-24,"Alarm Wed","SPRING RUSH: LIMITED STOCK ALERT—ORDER NOW!",FALSE,"Wed",28,2,1,1,0,0.5,0.0714285714285714,0.0357142857142857,0.0357142857142857,0,0,NA,0,0
"67","Alarming",2004-03-26,"Alarm Fri","SPRING RUSH: LIMITED STOCK ALERT—ORDER NOW!",FALSE,"Fri",28,1,1,1,0,1,0.0357142857142857,0.0357142857142857,0.0357142857142857,0,0,NA,0,0
"68","Alarming",2004-03-29,"Alarm Mon","SELL OUT WARNING: MARCH BESTSELLERS RUNNING LOW!",FALSE,"Mon",26,4,0,0,0,0,0.153846153846154,0,0,0,0,NA,0,0
"69","Alarming",2004-03-31,"Alarm Wed","SELL OUT WARNING: MARCH BESTSELLERS RUNNING LOW!",FALSE,"Wed",27,1,1,1,0,1,0.037037037037037,0.037037037037037,0.037037037037037,0,0,NA,0,0
"70","Alarming",2004-04-02,"Alarm Fri","SELL OUT WARNING: MARCH BESTSELLERS RUNNING LOW!",FALSE,"Fri",27,0,0,0,0,0,0,0,0,0,0,NA,0,0
